CodOp,NomePrograma,EixoPrioritario,TxCofinanciamentoFinal,ObjetivoTematico,PrioridadeInvestimento,DesignacaoOperacao,SiglaFundoOperacao,BeneficiarioOperacao,DataPrevIn,DataPrevFim,CustoTotalElegivelAprovado,ApoioTotalAprovado,Pais,DesignacaoNUTSII_Dominante,DesignacaoNUTSIII_Dominante,ConcelhoDominante,FreguesiaDominante,CodigoDomínioIntervencaoDominante,ResumoDaOperacao
LISBOA-05-3118-FSE-000004,Programa Operacional Regional de Lisboa,05 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade dos trabalhadores ,50%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"01 - Acesso ao emprego para os candidatos a emprego e os inativos, incluindo os desempregados de longa duração e as pessoas afastadas do mercado de trabalho, e através de iniciativas locais de emprego e apoio à mobilidade dos trabalhadores ",Integração de jovens e/ou adultos no mercado laboral - Estágios Profissionais,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2017,31-12-2019,12451718.58,6225859.29,PT,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,,,V01102,"As medidas de estágios visam complementar e desenvolver as competências dos desempregados que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
LISBOA-05-31B3-FSE-000001,Programa Operacional Regional de Lisboa,05 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade dos trabalhadores ,50%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"01 - Acesso ao emprego para os candidatos a emprego e os inativos, incluindo os desempregados de longa duração e as pessoas afastadas do mercado de trabalho, e através de iniciativas locais de emprego e apoio à mobilidade dos trabalhadores ",Estágios,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2016,30-11-2018,14931477.83,7465738.91,PT,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,,,V01102,"As medidas de estágios profissionais visam complementar e desenvolver as competências dos desempregados que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objectivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
LISBOA-06-4230-FSE-000001,Programa Operacional Regional de Lisboa,06 - Promover a inclusão social e combater a pobreza e a discriminação ,50%,09 - Promover a integração social e combater a pobreza e qualquer discriminação,"01 - Inclusão ativa, incluindo com vista à promoção da igualdade de oportunidades e da participação ativa e a melhoria da empregabilidade ",Trabalho Socialmente Necessário (CEI e CEI+),FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",13-02-2014,31-12-2016,9948886.26,4974443.13,PT,Área Metropolitana de Lisboa,,,,VI01109,"Realização, por desempregados subsidiados, de trabalho socialmente necessário que satisfaça necessidades sociais ou coletivas temporárias, no âmbito de projetos promovidos por entidades coletivas públicas ou privadas sem fins lucrativos, durante um período máximo de 12 meses."
LISBOA-07-5470-FSE-000009,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2017,30-09-2018,350833.23,175416.62,PT,Área Metropolitana de Lisboa,,,,VII01117,"Os Centros Qualifica integram a estrutura dos CEFP, tendo em vista:
?	- disponibilização de respostas de qualificação ajustadas às necessidades individuais e do mercado de trabalho;
?	- otimização de recursos e meios humanos e materiais, promovendo processos de orientação de jovens e de adultos, de forma articulada com as demais valências internas e o desenvolvimento de processos de RVCC profissionais ou de dupla certificação"
LISBOA-07-5470-FSE-000012,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2017,30-09-2018,331091.72,165545.86,PT,Área Metropolitana de Lisboa,,,,VII01117,"A atividade do Centro Qualifica promovido pelo CEFP Sintra da rede do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos, definida no quadro do Programa Qualifica e assente na complementaridade entre reconhecimento, validação e certificação de competências (RVCC) e a obrigatoriedade de frequência de formação certificada.  "
LISBOA-07-5470-FSE-000020,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2017,30-09-2018,331091.72,165545.86,PT,Área Metropolitana de Lisboa,,,,VII01117,"A atividade do CQ promovido pelo CEFP da Amadora da rede do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos.Tem como principais atribuições;
	Aumentar o nível de qualificação profissional e escolar dos adultos;
	Melhorar os níveis de empregabilidade da população ativa;
	Incentivar a aprendizagem ao longo da vida através da valorização de todas as aprendizagens realizadas.
"
LISBOA-07-5470-FSE-000021,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2017,30-09-2018,418974.61,209487.31,PT,Área Metropolitana de Lisboa,,,,VII01117,"A atividade do Centro Qualifica promovido pelo CEFP de Setúbal da rede do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos, definida no quadro do Programa Qualifica e assente na complementaridade entre reconhecimento, validação e certificação de competências (RVCC) e a obrigatoriedade de frequência de formação certificada.  "
LISBOA-07-5470-FSE-000027,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",23-01-2017,30-09-2018,209443.46,104721.73,PT,Área Metropolitana de Lisboa,,,,VII01117,"A atividade do Centro Qualifica promovido pelo CEFP (indicar o nome Centro) da rede do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos, definida no quadro do Programa Qualifica e assente na complementaridade entre reconhecimento, validação e certificação de competências (RVCC) e a obrigatoriedade de frequência de formação certificada.  Tem como principais atribuições o desenvolvimento de processos d"
LISBOA-07-5470-FSE-000028,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2017,30-09-2018,331091.72,165545.86,PT,Área Metropolitana de Lisboa,,,,VII01117,"A atividade do Centro Qualifica promovido pelo CEFP de Lisboa assenta na complementaridade entre reconhecimento, validação e certificação de competências (RVCC) e na obrigatoriedade de frequência de formação certificada.  Tem como principais atribuições o desenvolvimento de processos de orientação e de processos de RVCC com vista à obtenção de uma qualificação escolar (de nível básico ou secundário), profissional ou de dupla certificação."
LISBOA-07-5470-FSE-000041,Programa Operacional Regional de Lisboa,"07 - Investir na educação, na formação e na formação profissional para a aquisição de competências e na aprendizagem ao longo da vida ",50%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2017,30-09-2018,350833.23,175416.62,PT,Área Metropolitana de Lisboa,,,,VII01117,"A atividade do CQ promovido pelo CEFP do Seixal, do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos. Tem como principais atribuições;
             Aumentar o nível de qualificação profissional e escolar dos adultos;
             Melhorar os níveis de empregabilidade da população ativa;
             Incentivar a aprendizagem ao longo da vida através da valorização das aprendizagens realizadas"
